,we.ep,we.eBH,wi.ep,wi.eBH,rab.all,rab.win.Baseline,rab.win.Week_6,diff.btw,diff.win,effect,overlap,-Log10(adj-pvalue),Taxa
Eubacterium_eligens BT,0.177488228360148,0.700145005167576,0.0569699490049007,0.50662879034672,-0.588015557440388,-1.36058090753512,-0.140291510876308,1.20194221154916,2.49273926507197,0.394184858510426,0.295758954017826,0.295310134060994,Eubacterium_eligens BT
Stomatobaculum_longum,0.564896207744248,0.928741419146795,0.768559355338563,0.96157675316095,-0.753513660861245,-0.600700342748238,-0.852438042379977,-0.0907594888131262,2.09947951629813,-0.0375862034597653,0.483258930311123,0.0170160446091798,Stomatobaculum_longum
Lactobacillus_salivarius BT,0.209864507967077,0.754557734865829,0.298819317860312,0.768502984016635,-0.562058996353894,-1.07535392169258,0.110374092731547,0.991211522267167,4.01369116050969,0.217844713129572,0.390625011923834,0.114354441840954,Lactobacillus_salivarius BT
Ruminococcus_faecis BT,0.450897905005861,0.89180220282009,0.395122477353514,0.830823531583498,0.0560831066686935,0.340700694751026,-0.0829769570322112,-0.429519901302673,1.73382217183353,-0.207696779782127,0.398437510996006,0.0804912113519893,Ruminococcus_faecis BT
Dorea_formicigenerans BT,0.433888741335662,0.893238795512094,0.361030884425026,0.814915475342376,0.0849498228539218,0.558618938894623,-0.275061358559122,-0.828427031014609,2.96381395659444,-0.25417368519415,0.389074705505754,0.0888874348134828,Dorea_formicigenerans BT
Blautia_stercoris BT,0.0633831221920987,0.562467271726295,0.119633300179975,0.593140825866589,-1.07882622304021,-0.770637175907606,-1.34033524976173,-0.904299628069903,2.01049834314898,-0.413435389955867,0.318840601308077,0.226842182460728,Blautia_stercoris BT
Eubacterium_uniforme BT,0.654101419876144,0.944029612142776,0.560125967570158,0.916440843044472,-0.20266485694224,-0.178271005465583,-0.222430703481307,-0.529810355405308,2.58266578569275,-0.126879745445618,0.429208480168586,0.0378955638371038,Eubacterium_uniforme BT
Blautia_luti BT,0.451414878123933,0.896664844059066,0.777683359257764,0.966189313783227,-0.687937684899666,-0.717271657427148,-0.64740879669831,0.159384692709596,2.17662866397558,0.0660875640662742,0.462653292629942,0.0149377701931564,Blautia_luti BT
Bilophila_wadsworthia BT,0.257950121624352,0.790037385185413,0.179279229950943,0.678122221472956,-0.745255729113911,-0.0120729845766574,-1.015583788872,-0.923424495614105,2.52745373744709,-0.329523902360963,0.351170585474606,0.16869202393893,Bilophila_wadsworthia BT
Bacteroides_rodentium BT,0.031830496313064,0.485959466263488,0.0372461629817831,0.4776150046598,2.83891437321475,2.47247217287367,3.81452738858947,1.18598462761105,2.14607893245563,0.541492280602979,0.265328905195881,0.32092203795366,Bacteroides_rodentium BT
Parasporobacterium_paucivorans BT,0.753072233674549,0.963482213977117,0.795815033941685,0.968436411303514,-0.0905708819902848,-0.104357127793658,-0.0818586167209885,-0.134512395885383,2.13301420852701,-0.0380834858417157,0.470982145879412,0.0139288903053582,Parasporobacterium_paucivorans BT
Ruminococcus_gnavus BT,0.760624145772651,0.962886650830393,0.317474169436717,0.784275773998022,0.193017214762049,-0.0836477075228892,0.624323269547727,0.504991627094359,1.93199518686482,0.219162706364289,0.390625011923834,0.105531199986051,Ruminococcus_gnavus BT
Anaeroplasma_bactoclasticum BT,0.306460762966075,0.819361436843818,0.238965524870004,0.730844129820758,0.74154625865393,0.437617249565372,1.04924058668795,1.61284883698613,6.03852245187966,0.24755691689027,0.363433683065897,0.136175236963985,Anaeroplasma_bactoclasticum BT
Bacteroides_pectinophilus BT,0.764682041213311,0.965281091629667,0.825009006947872,0.97998829526006,-0.0833272083988792,0.220994875441832,-0.598158511699575,-0.14823256135436,2.82113818416245,-0.0486045404634435,0.472686736393598,0.00877911138334681,Bacteroides_pectinophilus BT
Desulfovibrio_fairfieldensis BT,0.112641718762847,0.665482984905281,0.162356383096399,0.664842576473852,1.08457545514354,1.41241110028368,0.753035503810183,-0.999918776766849,2.57870708997887,-0.359649068377359,0.337053590352442,0.17728117614397,Desulfovibrio_fairfieldensis BT
Bacteroides_acidifaciens BT,0.92760088163769,0.98263254355359,0.71210641838416,0.966121816690367,3.14194852459632,2.73219995622517,3.25238170982653,0.221828218743522,2.44059660676986,0.0958905408943862,0.458705361458731,0.0149681106642363,Bacteroides_acidifaciens BT
Anaerovorax_odorimutans BT,0.748878164577624,0.958175112126834,0.115296883802466,0.606650090985005,-0.850175327174968,-0.311841937844523,-1.22203998004953,-0.85556176033835,1.79569575045197,-0.302358427271875,0.316964307653676,0.217061732930343,Anaerovorax_odorimutans BT
Clostridium_leptum BT,0.64914540894449,0.946437434010639,0.735866239365375,0.954839794080214,-0.462615983995258,-0.366972792834683,-0.570351616506113,-0.101938347075752,1.56399467393248,-0.0493374186852753,0.473801563478923,0.0200694895507951,Clostridium_leptum BT
Hespellia_porcina BT,0.843570232313429,0.973778155798971,0.875605381796438,0.982870433765643,-0.852037338108294,-0.820657749967277,-0.940828181013641,0.155911951596526,4.61115228804547,0.0399853310230983,0.480490525992461,0.00750372897287968,Hespellia_porcina BT
Eubacterium_oxidoreducens BT,0.645884165620248,0.946285561088327,0.846186118246561,0.980364930703055,-0.590906137445677,-0.552126307746804,-0.640843270137608,-0.112219287967504,2.10505856599278,-0.0479867577579872,0.474330359814439,0.00861223258372194,Eubacterium_oxidoreducens BT
Butyrivibrio_crossotus BT,0.717494134262679,0.9577219121893,0.785094430594193,0.966377938634902,-0.679570246090205,-0.666799097295467,-0.690866189811755,-0.150437593588948,1.94107644630444,-0.0736824787181741,0.464882946798914,0.0148529930839617,Butyrivibrio_crossotus BT
Acetivibrio_ethanolgignens BT,0.688075073155488,0.950593515617625,0.83702075753865,0.977492941178728,-0.768638365234724,-0.802875282159001,-0.754205165101895,-0.0308768549320906,2.06314236736362,-0.0107088672445664,0.492187500811145,0.0098863701143934,Acetivibrio_ethanolgignens BT
Clostridium_xylanovorans BT,0.645154243787671,0.940093064137139,0.637755401598092,0.932416786237627,-0.077990514656225,-0.419969478043241,0.106264005319805,0.239678666343795,1.88091864895679,0.119835195618045,0.44704571346196,0.0303899165062972,Clostridium_xylanovorans BT
Lactobacillus_acidipiscis,0.701483108169866,0.950518400253664,0.802343852825264,0.975076553327258,-2.10037123251441,-2.24999902097044,-1.80513113642143,0.289940028774454,3.78285160817598,0.073331092508342,0.462653292629942,0.0109612864732937,Lactobacillus_acidipiscis
Roseburia_faecis BT,0.456612746894435,0.877030840026567,0.29912339164149,0.770522059664307,-1.52249438798704,-2.0315705959896,-0.955954120988351,0.954617720292409,3.86589953847107,0.201060207563271,0.383928584163202,0.113214923132014,Roseburia_faecis BT
Lactonifactor_longoviformis BT,0.446389298126194,0.896110776506099,0.405730032891621,0.835722513558292,0.357578237750159,0.164210670922889,1.01514284937107,0.491821127557197,2.13515479029659,0.223203596353953,0.395089297105653,0.0779378982008594,Lactonifactor_longoviformis BT
Ruminococcus_lactaris BT,0.111075393852329,0.660616907940554,0.208038012163294,0.698470090595301,-0.670710528130818,-0.884372480594869,-0.441706042343418,0.568466195577051,1.93296181518112,0.259519451812841,0.351562516897228,0.15585218621054,Ruminococcus_lactaris BT
Lactobacillus_animaliscluster_2,0.792567791602206,0.96760738090639,0.804637368399241,0.973849720009634,-1.5431259811096,-1.6387786470265,-1.13832254729197,0.188255162411518,3.52020802357515,0.0545220333879328,0.472098217191001,0.0115080562692832,Lactobacillus_animaliscluster_2
Clostridium_methylpentosum BT,0.150109987490418,0.699202762347143,0.245720898191148,0.730380357950501,-0.442809306658488,-0.7485491329228,-0.217975169906664,0.639323155271564,2.61846332434501,0.206027075093218,0.372352299537955,0.136450914756909,Clostridium_methylpentosum BT
Bacteroides_ovatuscluster_2,0.861839562838267,0.976494735504,0.878653665580458,0.984523531606652,1.25112513446813,1.06984807674901,1.33260336938209,0.0403469491429975,1.95082668288694,0.0180989752725993,0.49275362393907,0.00677389910454693,Bacteroides_ovatuscluster_2
Bacteroides_stercoris BT,0.0268706248230523,0.471078185228488,0.0426482806525229,0.485744185756219,0.467067503513833,0.119985072970468,1.27953840603703,1.24876583836132,2.42946167866278,0.551506294844537,0.278706828948382,0.313592389099982,Bacteroides_stercoris BT
Bacteroides_sartorii BT,0.643890394132219,0.956402636819559,0.896761445464596,0.987312988976931,1.78905501571303,1.91176983750401,1.72794077155788,0.153927084836828,3.18411893155072,0.0529753825639922,0.478794645062252,0.00554514941977324,Bacteroides_sartorii BT
Alistipes_timonensis BT,0.787667479378507,0.964994665104547,0.708042813402058,0.953325325130045,-0.128710231755612,-0.332621297653023,-0.00371950463945403,0.235668158512718,1.86828544226449,0.116952663338035,0.455357147528365,0.0207588697721989,Alistipes_timonensis BT
Parabacteroides_distasonis BT,0.142906747338976,0.693969102243127,0.058117284210277,0.51999050196804,2.36928940603056,2.7251087204487,1.97310952766812,-0.955540225727033,2.02154801081401,-0.402160601999846,0.284598241739961,0.284004589020088,Parabacteroides_distasonis BT
Ruminococcus_champanellensis BT,0.825381462598824,0.971281249356118,0.856646327907275,0.983075924410285,-1.73588383680788,-1.61502932847517,-1.92135685818805,-0.0925042026269649,4.17856174138941,-0.0215786032797292,0.488839286873359,0.00741293966623934,Ruminococcus_champanellensis BT
Eubacterium_xylanophilum BT,0.0115199921261572,0.378314427320612,0.00772640214711616,0.315810512960096,0.906385875452088,-1.14716343585687,1.49055152871301,2.27067504039211,2.9679995622567,0.692498830403918,0.208472732477912,0.500573416935186,Eubacterium_xylanophilum BT
Alistipes_shahii BT,0.114221176822772,0.655868769737195,0.196096686751868,0.689888719825393,-0.798671025737169,-1.19502339114829,-0.638701604589479,0.784003497582875,2.06183808596049,0.334870930129623,0.356744720734589,0.161220956021136,Alistipes_shahii BT
Bacteroides_finegoldii BT,0.323935868330128,0.850178378508709,0.346231649974699,0.800643956798356,0.774746229630762,0.254416391713114,1.58665953278686,0.650537481823668,2.18249687115851,0.278842241402324,0.390625011923834,0.0965605700254235,Bacteroides_finegoldii BT
Anaerostipes_butyraticus BT,0.0741904207958735,0.569364363379574,0.0158849473316532,0.368437929083818,-1.0308570546056,-1.75738256947811,-0.231242226197399,1.49271993622068,2.07159560641681,0.533107400453469,0.232998923857269,0.433635667443983,Anaerostipes_butyraticus BT
Ruminococcus_flavefaciens BT,0.72721879839117,0.961225486625259,0.787410445037092,0.970181201029987,-2.81078447919925,-2.7753770309408,-2.84065978691792,-0.134009107061531,4.84603591174099,-0.0227298000676777,0.486064661422108,0.0131471448491433,Ruminococcus_flavefaciens BT
Butyricicoccus_pullicaecorum BT,0.29687160935303,0.790623509364603,0.17998076700169,0.671664771343161,-2.20160811679385,-2.6018959865249,-0.362014620293382,1.68665637290237,4.17146119398075,0.382353556939424,0.345982160520379,0.172847429745811,Butyricicoccus_pullicaecorum BT
Bacteroides_fluxus BT,0.0117221487722946,0.398751295053234,0.0159220419352587,0.383607534523679,-0.227037742990739,-1.03906555495321,0.860912634806721,1.68971948609117,2.27180885522787,0.685850726076277,0.22544646937278,0.41611287133995,Bacteroides_fluxus BT
Bacteroides_massiliensis BT,0.207935538305453,0.756745321585426,0.218465265937293,0.71921737201603,0.313451174567233,-0.179047470171165,0.623020917815134,0.857553547378256,3.33159197349049,0.271433833093659,0.352285412525383,0.143139831175294,Bacteroides_massiliensis BT
Bacteroides_chinchillae,0.775613521155166,0.96335524132537,0.800692413255984,0.975005344068435,-0.0360452336107553,0.178560284561412,-0.157029320196967,-0.267501671230545,6.79661750613789,-0.0351654543534951,0.466517860634,0.0109930038983128,Bacteroides_chinchillae
Bacteroides_doreicluster_2,0.741319918287665,0.958677610334521,0.760905599630203,0.96571849007342,-1.4879163636279,-1.88673252097899,-0.614710602018794,-0.520080190914102,8.08960023735406,-0.0691516887709103,0.454849503042438,0.0151494533208487,Bacteroides_doreicluster_2
Alistipes_indistinctus BT,0.696255056720719,0.946626456074118,0.82709209879763,0.978772237988651,-2.24382898392003,-2.23194249297202,-2.28346495480679,-0.10680341268071,4.9811305536758,-0.0229247779995945,0.486607144248336,0.00931835752552555,Alistipes_indistinctus BT
Eubacterium_siraeum BT,0.461488069397463,0.888193654274742,0.394834607120244,0.836004630062458,-1.66695687886213,-2.5570798030555,-1.32283603542972,0.933012414206214,4.02815852855166,0.193247380330705,0.409598223986654,0.0777913172918351,Eubacterium_siraeum BT
Parasutterella_excrementihominis BT,0.816037826754914,0.971525780056193,0.758947712729892,0.969326514998669,0.865502464552867,1.71074940021587,0.760004424546051,-0.348027086837289,7.39876155662497,-0.0476829550770923,0.467633931945204,0.0135299073905044,Parasutterella_excrementihominis BT
Bacteroides_caccae BT,0.152558776127725,0.691560210338117,0.0955388437236705,0.581032613093587,-0.859645222505871,-1.64009546160417,-0.0945899126233369,1.27951772061745,2.81384358976492,0.406129024216101,0.30803573765676,0.235799490175806,Bacteroides_caccae BT
Parabacteroides_goldsteinii BT,0.738930089808841,0.96293673125182,0.816203638269445,0.976358536647728,-1.474953554382,-1.94266937442103,-0.886342733977383,0.129309828711378,6.27837972959238,0.0191198168103224,0.489409142680442,0.0103906721957018,Parabacteroides_goldsteinii BT
Bacteroides_chinchillaecluster_2,0.593830292398488,0.927440317980514,0.536329850439095,0.902915701848685,-1.23298144300363,-1.88193250435521,-0.959494548392573,0.743362401107641,6.79356793716616,0.112059074914448,0.427455364835008,0.0443527944604721,Bacteroides_chinchillaecluster_2
Staphylococcus_arlettae,0.00769700666517582,0.267857553863472,0.00391694538545141,0.198967831531009,-4.79610153873237,-6.50208440940806,-2.96436278126369,3.92928332282128,5.69557897264686,0.725710567928366,0.161650008904141,0.701217133227844,Staphylococcus_arlettae
